Hãng_Mẫu,Năm_SX,Giá_Triệu,Địa_Điểm,Chuỗi_Gốc,Số_KM
VinFast VF8,2023.0,579,Hà Nội,Ban xe oto cu VinFast VF8 2023 Eco AWD gia 579 Triệu - Hà Nội,50000.0
Ford Everest,2024.0,1450,TP HCM,Ban xe oto cu Ford Everest 2024 Platinum 2.0L 4x4 AT gia 1 Tỷ 450 Triệu - TP HCM,41000.0
Toyota Veloz,2022.0,549,TP HCM,Ban xe oto cu Toyota Veloz 2022 Cross Top 1.5 CVT gia 549 Triệu - TP HCM,51000.0
Mazda CX5,2026.0,751,Hà Nội,Ban xe oto Mazda CX5 2026 Luxury 2.0 AT gia 751 Triệu - Hà Nội,
Hyundai SantaFe,2022.0,1125,Hà Nội,Ban xe oto cu Hyundai SantaFe 2022 Cao cấp 2.2L HTRAC gia 1 Tỷ 125 Triệu - Hà Nội,40000.0
Kia Carnival,2022.0,1165,Hà Nội,Ban xe oto cu Kia Carnival 2022 Signature 2.2D gia 1 Tỷ 165 Triệu - Hà Nội,60000.0
Porsche Macan,2020.0,2339,Hà Nội,Ban xe oto cu Porsche Macan 2020 2.0 gia 2 Tỷ 339 Triệu - Hà Nội,
Kia Sorento,2025.0,1045,Hà Nội,Ban xe oto cu Kia Sorento 2025 Premium 2.2D AT AWD gia 1 Tỷ 45 Triệu - Hà Nội,7800.0
Mercedes Benz S class,2020.0,4250,Hà Nội,Ban xe oto cu Mercedes Benz S class 2020 S450 4Matic Maybach gia 4 Tỷ 250 Triệu - Hà Nội,50000.0
LandRover Range Rover,2015.0,3550,Hà Nội,Ban xe oto cu LandRover Range Rover 2015 Autobiography LWB Black Edition gia 3 Tỷ 550 Triệu - Hà Nội,150000.0
Mercedes Benz S class,2022.0,3389,Hà Nội,Ban xe oto cu Mercedes Benz S class 2022 S450 4Matic gia 3 Tỷ 389 Triệu - Hà Nội,56000.0
Volvo XC60,2018.0,999,Hà Nội,Ban xe oto cu Volvo XC60 2018 Inscription gia 999 Triệu - Hà Nội,88000.0
VinFast VF6,2026.0,620,Hà Nội,Ban xe oto VinFast VF6 2026 Eco gia 620 Triệu - Hà Nội,
VinFast VF5,2026.0,430,Hà Nội,Ban xe oto VinFast VF5 2026 Plus gia 430 Triệu - Hà Nội,
Lexus GX,2015.0,2139,TP HCM,Ban xe oto cu Lexus GX 2015 460 gia 2 Tỷ 139 Triệu - TP HCM,115000.0
Hyundai Elantra,2016.0,385,Hà Nội,Ban xe oto cu Hyundai Elantra 2016 2.0 AT gia 385 Triệu - Hà Nội,
Honda HRV,2021.0,560,Hà Nội,Ban xe oto cu Honda HRV 2021 L gia 560 Triệu - Hà Nội,50000.0
BMW X2,2018.0,839,TP HCM,Ban xe oto cu BMW X2 2018 sDrive18i gia 839 Triệu - TP HCM,34000.0
Audi Q2,2018.0,695,Hà Nội,Ban xe oto cu Audi Q2 2018 1.4 TFSI gia 695 Triệu - Hà Nội,89000.0
Hyundai SantaFe,2023.0,1115,Hà Nội,Ban xe oto cu Hyundai SantaFe 2023 Cao cấp 2.5L HTRAC gia 1 Tỷ 115 Triệu - Hà Nội,30000.0
Ford Focus,2016.0,289,TP HCM,Ban xe oto cu Ford Focus 2016 Titanium 1.5L gia 289 Triệu - TP HCM,130000.0
LandRover Range Rover Velar,2019.0,2290,Hà Nội,Ban xe oto cu LandRover Range Rover Velar 2019 R-Dynamic SE 2.0 gia 2 Tỷ 290 Triệu - Hà Nội,80000.0
Lexus RX,2020.0,2560,Hà Nội,Ban xe oto cu Lexus RX 2020 300 gia 2 Tỷ 560 Triệu - Hà Nội,40000.0
Toyota Yaris Cross,2023.0,699,Hà Nội,Ban xe oto cu Toyota Yaris Cross 2023 HEV 1.5 CVT gia 699 Triệu - Hà Nội,30000.0
Toyota Corolla Cross,2021.0,665,Hà Nội,Ban xe oto cu Toyota Corolla Cross 2021 1.8V gia 665 Triệu - Hà Nội,80000.0
Volvo S90,2022.0,1479,Hà Nội,Ban xe oto cu Volvo S90 2022 Inscription LWB B6 AWD gia 1 Tỷ 479 Triệu - Hà Nội,47000.0
Dongben Khác,2022.0,129,TP HCM,Ban xe oto cu Dongben Khác 2022 T30 gia 129 Triệu - TP HCM,109000.0
Mercedes Benz GLS,2022.0,3990,Hà Nội,Ban xe oto cu Mercedes Benz GLS 2022 450 4Matic gia 3 Tỷ 990 Triệu - Hà Nội,50000.0
Lexus RX,2019.0,2550,Hà Nội,Ban xe oto cu Lexus RX 2019 350 gia 2 Tỷ 550 Triệu - Hà Nội,
Lexus RX,2018.0,2550,Hà Nội,Ban xe oto cu Lexus RX 2018 350 gia 2 Tỷ 550 Triệu - Hà Nội,73000.0
Kia Carnival,2022.0,1090,Hà Nội,Ban xe oto cu Kia Carnival 2022 Signature 2.2D gia 1 Tỷ 90 Triệu - Hà Nội,80000.0
Cadillac Escalade,2015.0,3290,Hà Nội,Ban xe oto cu Cadillac Escalade 2015 ESV Platinum gia 3 Tỷ 290 Triệu - Hà Nội,68000.0
Toyota Fortuner,2018.0,710,Hà Nội,Ban xe oto cu Toyota Fortuner 2018 2.7V 4x2 AT gia 710 Triệu - Hà Nội,160000.0
Honda HRV,2022.0,715,Hà Nội,Ban xe oto cu Honda HRV 2022 RS gia 715 Triệu - Hà Nội,47000.0
Porsche Macan,2017.0,1739,Hà Nội,Ban xe oto cu Porsche Macan 2017 S gia 1 Tỷ 739 Triệu - Hà Nội,52000.0
Lexus LM,2022.0,5200,Hà Nội,Ban xe oto cu Lexus LM 2022 350 gia 5 Tỷ 200 Triệu - Hà Nội,70000.0
Toyota Fortuner,2021.0,1010,Hà Nội,Ban xe oto cu Toyota Fortuner 2021 2.4G 4x2 AT Legender gia 1 Tỷ 10 Triệu - Hà Nội,73000.0
Jaecoo J7,2025.0,729,Hà Nội,Ban xe oto Jaecoo J7 2025 Flagship 1.6 AT Turbo gia 729 Triệu - Hà Nội,
Ford Mustang,2025.0,1699,Hà Nội,Ban xe oto Ford Mustang 2025 Mach-E Premium AWD gia 1 Tỷ 699 Triệu - Hà Nội,
Hyundai Tucson,2026.0,799,Hà Nội,Ban xe oto Hyundai Tucson 2026 2.0 AT Đặc biệt gia 799 Triệu - Hà Nội,
Lexus RX,2018.0,2599,Hà Nội,Ban xe oto cu Lexus RX 2018 350L gia 2 Tỷ 599 Triệu - Hà Nội,150000.0
Kia Carnival,2024.0,1520,Hà Nội,Ban xe oto cu Kia Carnival 2024 Signature 2.2D gia 1 Tỷ 520 Triệu - Hà Nội,19000.0
Lexus RX,2025.0,5099,Hà Nội,Ban xe oto cu Lexus RX 2025 500h F Sport Performance gia 5 Tỷ 99 Triệu - Hà Nội,4000.0
Hyundai SantaFe,2024.0,1180,Hà Nội,Ban xe oto cu Hyundai SantaFe 2024 Cao cấp 2.5L HTRAC gia 1 Tỷ 180 Triệu - Hà Nội,20000.0
Kia Sportage,2023.0,779,Hà Nội,Ban xe oto cu Kia Sportage 2023 Premium 2.0G gia 779 Triệu - Hà Nội,20000.0
Lexus LM,2024.0,8579,Hà Nội,Ban xe oto cu Lexus LM 2024 500h gia 8 Tỷ 579 Triệu - Hà Nội,10000.0
Mercedes Benz S class,2017.0,3099,Hà Nội,Ban xe oto cu Mercedes Benz S class 2017 S450 4Matic Maybach gia 3 Tỷ 99 Triệu - Hà Nội,70000.0
Kia K5,2024.0,810,Hà Nội,Ban xe oto cu Kia K5 2024 Premium 2.0 AT gia 810 Triệu - Hà Nội,12000.0
VinFast VF6,2026.0,620,TP HCM,Ban xe oto VinFast VF6 2026 Eco gia 620 Triệu - TP HCM,
Isuzu Dmax,2025.0,610,Hà Nội,Ban xe oto Isuzu Dmax 2025 Prestige 1.9L 4x2 AT gia 610 Triệu - Hà Nội,
Audi Q3,2024.0,1680,Hà Nội,Ban xe oto cu Audi Q3 2024 35 TFSI Advanced Black Edition gia 1 Tỷ 680 Triệu - Hà Nội,5000.0
Mazda 3,2019.0,495,Hà Nội,Ban xe oto cu Mazda 3 2019 1.5L Sport Luxury gia 495 Triệu - Hà Nội,90000.0
Ford Everest,2026.0,1120,Hà Nội,Ban xe oto Ford Everest 2026 Sport 2.0L 4x2 AT gia 1 Tỷ 120 Triệu - Hà Nội,
Hyundai Creta,2026.0,666,Hà Nội,Ban xe oto Hyundai Creta 2026 Cao cấp 1.5 AT gia 666 Triệu - Hà Nội,
Kia Seltos,2024.0,699,Hà Nội,Ban xe oto cu Kia Seltos 2024 Premium 1.5 AT gia 699 Triệu - Hà Nội,10000.0
LandRover Range Rover,2019.0,4650,Hà Nội,Ban xe oto cu LandRover Range Rover 2019 Vogue 3.0 gia 4 Tỷ 650 Triệu - Hà Nội,35000.0
Mitsubishi Xforce,2026.0,650,TP HCM,Ban xe oto Mitsubishi Xforce 2026 Ultimate gia 650 Triệu - TP HCM,
Mercedes Benz GLS,2020.0,3150,Hà Nội,Ban xe oto cu Mercedes Benz GLS 2020 450 4Matic gia 3 Tỷ 150 Triệu - Hà Nội,90000.0
Ford Everest,2022.0,1195,Hà Nội,Ban xe oto cu Ford Everest 2022 Titanium Plus 2.0L 4x4 AT gia 1 Tỷ 195 Triệu - Hà Nội,50000.0
Hyundai SantaFe,2022.0,1155,Hà Nội,Ban xe oto cu Hyundai SantaFe 2022 Cao cấp 2.2L HTRAC gia 1 Tỷ 155 Triệu - Hà Nội,60000.0
BMW X3,2025.0,2120,Hà Nội,Ban xe oto cu BMW X3 2025 xDrive20i gia 2 Tỷ 120 Triệu - Hà Nội,1000.0
BMW 3 Series,2025.0,1479,TP HCM,Ban xe oto cu BMW 3 Series 2025 320i Sport Line gia 1 Tỷ 479 Triệu - TP HCM,8999.0
Mercedes Benz E class,2016.0,599,Hà Nội,Ban xe oto cu Mercedes Benz E class 2016 E250 AMG gia 599 Triệu - Hà Nội,
Porsche Cayenne,2021.0,3790,Hà Nội,Ban xe oto cu Porsche Cayenne 2021 3.0 V6 gia 3 Tỷ 790 Triệu - Hà Nội,40000.0
Mazda CX5,2024.0,835,Hà Nội,Ban xe oto cu Mazda CX5 2024 Premium Exclusive 2.0 AT gia 835 Triệu - Hà Nội,29000.0
Mercedes Benz V class,2015.0,899,Hà Nội,Ban xe oto cu Mercedes Benz V class 2015 V220d CDI gia 899 Triệu - Hà Nội,140000.0
Kia Cerato,2010.0,280,Hà Nội,Ban xe oto cu Kia Cerato 2010 Koup 2.0 AT gia 280 Triệu - Hà Nội,89000.0
Mercedes Benz S class,2014.0,1050,Hà Nội,Ban xe oto cu Mercedes Benz S class 2014 S400L gia 1 Tỷ 50 Triệu - Hà Nội,
Volvo S90,2025.0,2750,TP HCM,Ban xe oto Volvo S90 2025 Plug-in Hybrid Ultra T8 AWD gia 2 Tỷ 750 Triệu - TP HCM,
Volvo S90,2025.0,2750,TP HCM,Ban xe oto Volvo S90 2025 Plug-in Hybrid Ultra T8 AWD gia 2 Tỷ 750 Triệu - TP HCM,
Mercedes Benz E class,2018.0,899,Hà Nội,Ban xe oto cu Mercedes Benz E class 2018 E200 gia 899 Triệu - Hà Nội,98000.0
Hyundai i10,2021.0,355,Hà Nội,Ban xe oto cu Hyundai i10 2021 1.2 AT gia 355 Triệu - Hà Nội,
Ford Ranger,2015.0,320,Hà Nội,Ban xe oto cu Ford Ranger 2015 XLS 2.2L 4x2 AT gia 320 Triệu - Hà Nội,140000.0
VinFast VF3,2025.0,228,Hà Nội,Ban xe oto cu VinFast VF3 2025 Plus gia 228 Triệu - Hà Nội,13000.0
VinFast VF5,2025.0,435,Hà Nội,Ban xe oto cu VinFast VF5 2025 Plus gia 435 Triệu - Hà Nội,4000.0
Chevrolet Colorado,2018.0,415,Hà Nội,Ban xe oto cu Chevrolet Colorado 2018 LTZ 2.8L 4x4 AT gia 415 Triệu - Hà Nội,74000.0
Dongfeng Box,2025.0,629,TP HCM,Ban xe oto Dongfeng Box 2025 E3 430 gia 629 Triệu - TP HCM,
Hyundai Custin,2023.0,819,Hà Nội,Ban xe oto cu Hyundai Custin 2023 Cao Cấp 2.0T gia 819 Triệu - Hà Nội,51000.0
Ford Everest,2025.0,1350,Hà Nội,Ban xe oto cu Ford Everest 2025 Titanium 2.0L 4x2 AT gia 1 Tỷ 350 Triệu - Hà Nội,
Lexus RX,2022.0,2590,Hà Nội,Ban xe oto cu Lexus RX 2022 300 gia 2 Tỷ 590 Triệu - Hà Nội,30000.0
Ford Explorer,2016.0,850,TP HCM,Ban xe oto cu Ford Explorer 2016 Limited 2.3L EcoBoost gia 850 Triệu - TP HCM,20000.0
Mercedes Benz GLC,2025.0,2059,Hà Nội,Ban xe oto Mercedes Benz GLC 2025 200 4Matic gia 2 Tỷ 59 Triệu - Hà Nội,
Toyota Vios,2021.0,435,Bình Dương,Ban xe oto cu Toyota Vios 2021 G 1.5 CVT gia 435 Triệu - Bình Dương,58000.0
Toyota Yaris Cross,2026.0,620,Hà Nội,Ban xe oto Toyota Yaris Cross 2026 1.5 D-CVT gia 620 Triệu - Hà Nội,
Mercedes Benz C class,2025.0,2169,Khánh Hòa,Ban xe oto Mercedes Benz C class 2025 C300 AMG gia 2 Tỷ 169 Triệu - Khánh Hòa,
Ford Ranger,2026.0,839,Hà Nội,Ban xe oto Ford Ranger 2026 Wildtrak 2.0L 4x4 AT gia 839 Triệu - Hà Nội,
Kia Carnival,2021.0,1055,TP HCM,Ban xe oto cu Kia Carnival 2021 Signature 2.2D gia 1 Tỷ 55 Triệu - TP HCM,50000.0
VinFast Limo Green,2025.0,690,Hà Nội,Ban xe oto VinFast Limo Green 2025 AT gia 690 Triệu - Hà Nội,
Kia Sonet,2022.0,519,Hải Phòng,Ban xe oto cu Kia Sonet 2022 Luxury 1.5 AT gia 519 Triệu - Hải Phòng,
Toyota Fortuner,2017.0,648,Hà Nội,Ban xe oto cu Toyota Fortuner 2017 2.7V 4x2 AT gia 648 Triệu - Hà Nội,110000.0
Honda City,2023.0,489,Hà Nội,Ban xe oto cu Honda City 2023 RS 1.5 AT gia 489 Triệu - Hà Nội,35000.0
Mazda 6,2020.0,588,Hà Nội,Ban xe oto cu Mazda 6 2020 Premium 2.5 AT gia 588 Triệu - Hà Nội,72000.0
Honda City,2014.0,295,Hà Nội,Ban xe oto cu Honda City 2014 1.5 AT gia 295 Triệu - Hà Nội,83000.0
Volvo XC60,2025.0,1999,TP HCM,Ban xe oto Volvo XC60 2025 Ultra B5 AWD gia 1 Tỷ 999 Triệu - TP HCM,
Suzuki Jimny,2024.0,689,Hà Nội,Ban xe oto cu Suzuki Jimny 2024 1.5L 4x4 AT gia 689 Triệu - Hà Nội,10000.0
Mazda CX5,2024.0,765,Hà Nội,Ban xe oto cu Mazda CX5 2024 Premium 2.0 AT gia 765 Triệu - Hà Nội,20000.0
Audi Q5,2021.0,1630,Hà Nội,Ban xe oto cu Audi Q5 2021 45 TFSI Quattro gia 1 Tỷ 630 Triệu - Hà Nội,10000.0
Hyundai SantaFe,2022.0,1145,Hà Nội,Ban xe oto cu Hyundai SantaFe 2022 Cao cấp 2.2L HTRAC gia 1 Tỷ 145 Triệu - Hà Nội,30000.0
Toyota Corolla Cross,2024.0,786,TP HCM,Ban xe oto cu Toyota Corolla Cross 2024 1.8V gia 786 Triệu - TP HCM,15000.0
Audi Q3,2024.0,1699,Hà Nội,Ban xe oto cu Audi Q3 2024 35 TFSI Advanced Black Edition gia 1 Tỷ 699 Triệu - Hà Nội,5000.0
Lexus LX,2019.0,6850,Hà Nội,Ban xe oto cu Lexus LX 2019 570 gia 6 Tỷ 850 Triệu - Hà Nội,120000.0
Toyota Corolla Cross,2026.0,828,Hà Nội,Ban xe oto Toyota Corolla Cross 2026 1.8V gia 828 Triệu - Hà Nội,
BMW 7 Series,2016.0,1270,Hà Nội,Ban xe oto cu BMW 7 Series 2016 730Li gia 1 Tỷ 270 Triệu - Hà Nội,80000.0
Ford F150,2019.0,4950,Hà Nội,Ban xe oto cu Ford F150 2019 Harley Davidson 5.0 V8 gia 4 Tỷ 950 Triệu - Hà Nội,35000.0
Toyota Land Cruiser,2014.0,1880,TP HCM,Ban xe oto cu Toyota Land Cruiser 2014 VX 4.6 V8 gia 1 Tỷ 880 Triệu - TP HCM,
Mazda 3,2025.0,618,TP HCM,Ban xe oto cu Mazda 3 2025 1.5L Luxury gia 618 Triệu - TP HCM,12000.0
Toyota Hilux,2025.0,695,Hà Nội,Ban xe oto cu Toyota Hilux 2025 2.4L 4x2 AT gia 695 Triệu - Hà Nội,4200.0
Kia Cerato,2018.0,375,Nghệ An,Ban xe oto cu Kia Cerato 2018 1.6 AT gia 375 Triệu - Nghệ An,80000.0
Volvo XC60,2026.0,1999,TP HCM,Ban xe oto Volvo XC60 2026 Ultra B5 AWD gia 1 Tỷ 999 Triệu - TP HCM,
Hyundai Stargazer,2024.0,440,Hà Nội,Ban xe oto cu Hyundai Stargazer 2024 Tiêu chuẩn 1.5 AT gia 440 Triệu - Hà Nội,50000.0
Toyota Yaris Cross,2026.0,615,TP HCM,Ban xe oto Toyota Yaris Cross 2026 1.5 D-CVT gia 615 Triệu - TP HCM,
Ford Mustang,2025.0,1699,Hà Nội,Ban xe oto Ford Mustang 2025 Mach-E Premium AWD gia 1 Tỷ 699 Triệu - Hà Nội,
Volvo XC60,2025.0,1999,TP HCM,Ban xe oto Volvo XC60 2025 Ultra B5 AWD gia 1 Tỷ 999 Triệu - TP HCM,
Kia Carnival,2022.0,1159,Hà Nội,Ban xe oto cu Kia Carnival 2022 Signature 2.2D gia 1 Tỷ 159 Triệu - Hà Nội,59000.0
Audi Q7,2023.0,2640,Hà Nội,Ban xe oto cu Audi Q7 2023 45 TFSI Quattro gia 2 Tỷ 640 Triệu - Hà Nội,32186.0
Ford Everest,2022.0,1280,Hà Nội,Ban xe oto cu Ford Everest 2022 Titanium Plus 2.0L 4x4 AT gia 1 Tỷ 280 Triệu - Hà Nội,12000.0
Mercedes Benz GLC,2021.0,1480,Hà Nội,Ban xe oto cu Mercedes Benz GLC 2021 300 4Matic gia 1 Tỷ 480 Triệu - Hà Nội,70000.0
Mitsubishi Xpander,2021.0,395,Gia Lai,Ban xe oto cu Mitsubishi Xpander 2021 1.5 MT gia 395 Triệu - Gia Lai,
Mercedes Benz S class,2016.0,1290,Hà Nội,Ban xe oto cu Mercedes Benz S class 2016 S400L gia 1 Tỷ 290 Triệu - Hà Nội,100000.0
VinFast VF3,2025.0,239,Vĩnh Phúc,Ban xe oto cu VinFast VF3 2025 Plus gia 239 Triệu - Vĩnh Phúc,0.0
Toyota Land Cruiser,2025.0,5499,Hà Nội,Ban xe oto cu Toyota Land Cruiser 2025 3.5 V6 gia 5 Tỷ 499 Triệu - Hà Nội,10000.0
Mazda CX8,2020.0,679,TP HCM,Ban xe oto cu Mazda CX8 2020 Deluxe gia 679 Triệu - TP HCM,60000.0
Mazda 3,2022.0,520,Hà Nội,Ban xe oto cu Mazda 3 2022 1.5L Luxury gia 520 Triệu - Hà Nội,79000.0
Lexus GX,2016.0,2300,TP HCM,Ban xe oto cu Lexus GX 2016 460 gia 2 Tỷ 300 Triệu - TP HCM,68000.0
Toyota Land Cruiser,2026.0,4580,Hà Nội,Ban xe oto Toyota Land Cruiser 2026 3.5 V6 gia 4 Tỷ 580 Triệu - Hà Nội,
VinFast VF8,2023.0,600,Hà Nội,Ban xe oto cu VinFast VF8 2023 Eco AWD gia 600 Triệu - Hà Nội,36000.0
Toyota Camry,2018.0,610,Hà Nội,Ban xe oto cu Toyota Camry 2018 2.0E gia 610 Triệu - Hà Nội,150000.0
Ford Everest,2025.0,1345,Hà Nội,Ban xe oto cu Ford Everest 2025 Titanium 2.0L 4x2 AT gia 1 Tỷ 345 Triệu - Hà Nội,9000.0
Volvo S90,2025.0,2099,Hà Nội,Ban xe oto cu Volvo S90 2025 Ultra B6 AWD gia 2 Tỷ 99 Triệu - Hà Nội,10000.0
Ford Everest,2025.0,1345,Hà Nội,Ban xe oto cu Ford Everest 2025 Titanium 2.0L 4x2 AT gia 1 Tỷ 345 Triệu - Hà Nội,14000.0
Porsche Panamera,2020.0,3999,Hà Nội,Ban xe oto cu Porsche Panamera 2020 2.9 V6 gia 3 Tỷ 999 Triệu - Hà Nội,50000.0
Lexus LX,2022.0,8800,Hà Nội,Ban xe oto cu Lexus LX 2022 600 Vip gia 8 Tỷ 800 Triệu - Hà Nội,9000.0
BMW 5 Series,2016.0,710,Hà Nội,Ban xe oto cu BMW 5 Series 2016 520i gia 710 Triệu - Hà Nội,84000.0
VinFast VF5,2026.0,430,Hà Nội,Ban xe oto VinFast VF5 2026 Plus gia 430 Triệu - Hà Nội,
Audi A5,2017.0,888,Hà Nội,Ban xe oto cu Audi A5 2017 Sportback 2.0 gia 888 Triệu - Hà Nội,
Hyundai SantaFe,2024.0,1080,Hà Nội,Ban xe oto cu Hyundai SantaFe 2024 Prestige 2.5L HTRAC gia 1 Tỷ 80 Triệu - Hà Nội,20000.0
VinFast VF3,2026.0,260,Hà Nội,Ban xe oto VinFast VF3 2026 Plus gia 260 Triệu - Hà Nội,
Volvo S90,2022.0,1550,Hà Nội,Ban xe oto cu Volvo S90 2022 Ultimate LWB B6 AWD gia 1 Tỷ 550 Triệu - Hà Nội,46000.0
Mitsubishi Xpander,2020.0,475,Hà Nội,Ban xe oto cu Mitsubishi Xpander 2020 Cross 1.5 AT gia 475 Triệu - Hà Nội,70000.0
Mazda 6,2022.0,700,Bình Dương,Ban xe oto cu Mazda 6 2022 Signature Premium 2.5 AT gia 700 Triệu - Bình Dương,54000.0
VinFast VF6,2026.0,620,Hà Nội,Ban xe oto VinFast VF6 2026 Eco gia 620 Triệu - Hà Nội,
Toyota Veloz,2025.0,615,Long An,Ban xe oto cu Toyota Veloz 2025 Cross Top 1.5 CVT gia 615 Triệu - Long An,12000.0
Kia Morning,2011.0,186,Hà Nội,Ban xe oto cu Kia Morning 2011 1.0 AT gia 186 Triệu - Hà Nội,0.0
Toyota Innova,2020.0,445,Hà Nội,Ban xe oto cu Toyota Innova 2020 2.0E gia 445 Triệu - Hà Nội,82000.0
Volvo S90,2025.0,2099,Hà Nội,Ban xe oto cu Volvo S90 2025 Ultra B6 AWD gia 2 Tỷ 99 Triệu - Hà Nội,17000.0
Mercedes Benz S class,2017.0,1590,Hà Nội,Ban xe oto cu Mercedes Benz S class 2017 S450L gia 1 Tỷ 590 Triệu - Hà Nội,110000.0
Volvo XC60,2025.0,2479,Hà Nội,Ban xe oto cu Volvo XC60 2025 Recharge Ultimate T8 AWD gia 2 Tỷ 479 Triệu - Hà Nội,19000.0
Volvo XC60,2023.0,1789,Hà Nội,Ban xe oto cu Volvo XC60 2023 Ultimate Bright B6 AWD gia 1 Tỷ 789 Triệu - Hà Nội,35000.0
Ford Everest,2022.0,1280,Hà Nội,Ban xe oto cu Ford Everest 2022 Titanium Plus 2.0L 4x4 AT gia 1 Tỷ 280 Triệu - Hà Nội,12000.0
Lexus LM,2021.0,4960,Hà Nội,Ban xe oto cu Lexus LM 2021 300h gia 4 Tỷ 960 Triệu - Hà Nội,50000.0
Hyundai i10,2017.0,215,Phú Yên,Ban xe oto cu Hyundai i10 2017 Grand 1.2 MT gia 215 Triệu - Phú Yên,150000.0
BMW X5,2024.0,3789,Hà Nội,Ban xe oto cu BMW X5 2024 xDrive40i M Sport gia 3 Tỷ 789 Triệu - Hà Nội,6300.0
Lamborghini Urus,2022.0,12800,Hà Nội,Ban xe oto cu Lamborghini Urus 2022 4.0 V8 gia 12 Tỷ 800 Triệu - Hà Nội,6333.0
Mercedes Benz C class,2022.0,1399,TP HCM,Ban xe oto cu Mercedes Benz C class 2022 C200 Avantgarde Plus gia 1 Tỷ 399 Triệu - TP HCM,24000.0
VinFast Limo Green,2025.0,677,Phú Thọ,Ban xe oto cu VinFast Limo Green 2025 AT gia 677 Triệu - Phú Thọ,
VinFast VF9,2026.0,999,Hà Nội,Ban xe oto VinFast VF9 2026 Eco gia 999 Triệu - Hà Nội,
Ford Everest,2023.0,1170,Hà Nội,Ban xe oto cu Ford Everest 2023 Titanium 2.0L 4x2 AT gia 1 Tỷ 170 Triệu - Hà Nội,40000.0
Lexus LX,2018.0,6079,Hà Nội,Ban xe oto cu Lexus LX 2018 570 Super Sport gia 6 Tỷ 79 Triệu - Hà Nội,84000.0
Lexus RX,2018.0,2485,Hà Nội,Ban xe oto cu Lexus RX 2018 350 gia 2 Tỷ 485 Triệu - Hà Nội,85000.0
Honda HRV,2026.0,634,Hà Nội,Ban xe oto Honda HRV 2026 G gia 634 Triệu - Hà Nội,
Toyota Yaris,2019.0,455,TP HCM,Ban xe oto cu Toyota Yaris 2019 1.5G gia 455 Triệu - TP HCM,60000.0
Kia Carnival,2022.0,1799,Hà Nội,Ban xe oto cu Kia Carnival 2022 Royal 2.2D gia 1 Tỷ 799 Triệu - Hà Nội,40000.0
Volkswagen Viloran,2025.0,2288,Hà Nội,Ban xe oto Volkswagen Viloran 2025 Luxury gia 2 Tỷ 288 Triệu - Hà Nội,
Hyundai Stargazer,2025.0,504,TP HCM,Ban xe oto Hyundai Stargazer 2025 X 1.5 AT gia 504 Triệu - TP HCM,
Ford Ranger,2019.0,455,Hà Nội,Ban xe oto cu Ford Ranger 2019 XLS 2.2L 4x2 AT gia 455 Triệu - Hà Nội,75000.0
Suzuki Jimny,2024.0,699,Hà Nội,Ban xe oto cu Suzuki Jimny 2024 1.5L 4x4 AT gia 699 Triệu - Hà Nội,12000.0
VinFast Lux SA 2.0,2021.0,675,Hà Nội,Ban xe oto cu VinFast Lux SA 2.0 2021 Plus 2.0 AT gia 675 Triệu - Hà Nội,43000.0
Kia Carnival,2022.0,1130,TP HCM,Ban xe oto cu Kia Carnival 2022 Signature 2.2D gia 1 Tỷ 130 Triệu - TP HCM,45000.0
Mercedes Benz GLC,2021.0,1450,Quảng Ninh,Ban xe oto cu Mercedes Benz GLC 2021 300 4Matic gia 1 Tỷ 450 Triệu - Quảng Ninh,
Ford Ranger,2025.0,765,Đăk Lăk,Ban xe oto cu Ford Ranger 2025 Sport 2.0L 4x4 AT gia 765 Triệu - Đăk Lăk,7600.0
BMW 7 Series,2013.0,880,Hà Nội,Ban xe oto cu BMW 7 Series 2013 730Li gia 880 Triệu - Hà Nội,82000.0
Toyota Alphard,2026.0,4510,Hà Nội,Ban xe oto Toyota Alphard 2026 2.4 AT gia 4 Tỷ 510 Triệu - Hà Nội,
Mercedes Benz C class,2021.0,1139,TP HCM,Ban xe oto cu Mercedes Benz C class 2021 C300 AMG gia 1 Tỷ 139 Triệu - TP HCM,
Gaz Gazelle,2020.0,899,TP HCM,Ban xe oto cu Gaz Gazelle 2020 Next Van 2.8 MT gia 899 Triệu - TP HCM,5000.0
Ford Explorer,2021.0,1530,TP HCM,Ban xe oto cu Ford Explorer 2021 Limited 2.3L EcoBoost gia 1 Tỷ 530 Triệu - TP HCM,109000.0
Toyota Corolla Cross,2021.0,680,Hà Nội,Ban xe oto cu Toyota Corolla Cross 2021 1.8V gia 680 Triệu - Hà Nội,72000.0
MG ZS,2021.0,370,Hưng Yên,Ban xe oto cu MG ZS 2021 Luxury 1.5 AT 2WD gia 370 Triệu - Hưng Yên,80000.0
VinFast VF8,2025.0,910,Hà Nội,Ban xe oto VinFast VF8 2025 Eco gia 910 Triệu - Hà Nội,
Lexus ES,2023.0,2980,Hà Nội,Ban xe oto cu Lexus ES 2023 300h gia 2 Tỷ 980 Triệu - Hà Nội,30000.0
Lexus RX,2021.0,2699,Hà Nội,Ban xe oto cu Lexus RX 2021 300 gia 2 Tỷ 699 Triệu - Hà Nội,41000.0
VinFast VF3,2024.0,198,Hà Nội,Ban xe oto cu VinFast VF3 2024 Plus gia 198 Triệu - Hà Nội,12345.0
